(-6.69253,18.3124,25) (0.161931,0.843639,-0.51191)
(-0.55868,9.69312,25) (0.34511,0.319403,-0.882542)
(-6.4714,23.0917,25) (-0.918215,-0.0835351,-0.387173)
(24.798,9.31448,25) (-0.653645,0.442557,-0.613915)
(-8.50246,19.1227,25) (-0.2017,0.958313,-0.202367)
(-23.8597,13.3259,25) (-0.795715,0.595138,-0.112464)
(-24.7939,-7.30311,25) (-0.517664,0.855511,-0.0111797)
(-16.7309,13.2997,25) (0.475273,-0.672085,-0.567818)
(5.77656,5.05159,25) (0.849597,0.450335,-0.27456)
(-21.9541,3.15659,25) (0.763894,0.620576,-0.177062)
(-5.30958,5.13295,25) (0.222286,0.35374,-0.908547)
(-20.6953,-9.43246,25) (0.746601,0.178753,-0.640807)
(-1.35068,3.93607,25) (-0.0790005,0.728544,-0.680428)
(24.335,20.8046,25) (0.769839,-0.622563,-0.14058)
(-2.94651,-24.4965,25) (-0.0799114,-0.750228,-0.656333)
(12.3184,-1.19066,25) (-0.418556,-0.877176,-0.235316)
(23.171,17.4026,25) (0.0608135,0.915651,-0.397348)
(-0.570795,-24.8734,25) (0.620333,-0.672738,-0.403249)
(-2.12862,12.2151,25) (0.253193,-0.256077,-0.932908)
(-16.117,11.4332,25) (-0.956139,-0.18408,-0.227846)
(-19.9095,-5.20879,25) (0.647632,-0.393333,-0.652581)
(-8.84429,2.16341,25) (0.18198,0.710482,-0.679778)
(10.4973,8.25804,25) (-0.123588,0.990342,-0.0628448)
(17.9146,13.7795,25) (-0.854655,0.324814,-0.405045)
(10.1412,19.5522,25) (-0.389955,-0.879539,-0.272665)
(16.1044,17.2057,25) (0.644829,0.444849,-0.621535)
(-10.8418,9.20965,25) (0.893037,0.449655,-0.0172064)
(-23.0472,12.599,25) (0.16622,-0.608674,-0.775814)
(-2.8612,-18.8299,25) (-0.697822,-0.667665,-0.259363)
(23.7408,-24.2806,25) (-0.454434,0.751827,-0.47775)
(22.7946,12.6974,25) (-0.281464,0.874033,-0.396037)
(11.2638,-2.52203,25) (-0.372164,-0.47339,-0.79837)
(24.4994,-20.5927,25) (-0.73984,0.605303,-0.293675)
(3.33211,4.96497,25) (0.81203,-0.114542,-0.572265)
(-15.2045,22.9518,25) (0.174614,0.743211,-0.64587)
(23.5912,-24.5301,25) (-0.933791,-0.0255411,-0.356906)
(9.02415,23.3485,25) (-0.452512,-0.649621,-0.610922)
(4.26518,-3.77534,25) (-0.665154,-0.424826,-0.614079)
(18.0392,12.8547,25) (0.153868,-0.611009,-0.776526)
(12.0648,21.7352,25) (0.617418,0.0600699,-0.784338)
(8.2892,-21.2589,25) (0.444252,0.545238,-0.710884)
(11.1551,-20.8979,25) (0.936726,-0.331547,-0.112346)
(22.2052,-4.92431,25) (0.608544,0.386126,-0.693239)
(3.33779,2.34518,25) (-0.329932,0.754928,-0.566771)
(-17.3063,-15.69,25) (-0.803617,0.330831,-0.494722)
(-18.0591,6.47711,25) (0.296145,-0.184073,-0.937238)
(-14.3214,-24.7313,25) (-0.811039,-0.584055,-0.0330985)
(-15.4697,1.28262,25) (-0.262951,0.836066,-0.481508)
(0.502269,-22.07,25) (0.344801,-0.808659,-0.476637)
(4.55413,2.46308,25) (0.10864,-0.644217,-0.757088)
(16.8398,-17.6609,25) (0.247662,0.924824,-0.288727)
(-18.9588,-1.26251,25) (0.485892,-0.455924,-0.745682)
(3.68978,-1.49315,25) (0.193565,-0.770425,-0.607436)
(-24.5551,-0.0897772,25) (0.071477,0.348828,-0.934457)
(-13.4758,18.5544,25) (0.69958,-0.241699,-0.672435)
(-13.7374,9.23033,25) (-0.841656,0.530278,-0.102083)
(12.6102,24.1416,25) (0.652379,-0.305178,-0.693735)
(-4.27977,8.98501,25) (-0.461438,-0.751298,-0.471832)
(5.26485,7.92403,25) (-0.471295,-0.88032,-0.0540111)
(-21.566,-13.5629,25) (-0.84196,0.539322,-0.0153236)
(-9.39577,21.3306,25) (-0.460324,-0.887538,-0.0194245)
