(24.2433,7.72075,25) (0.499915,0.6882,-0.5258)
(2.18823,7.02376,25) (0.139503,0.936493,-0.321745)
(4.53374,-6.26826,25) (-0.293601,-0.268012,-0.917588)
(-14.4966,24.4772,25) (-0.115312,-0.276812,-0.95398)
(-1.81201,-18.5993,25) (0.0677747,0.259461,-0.963372)
(-11.7692,4.21313,25) (0.52299,-0.149719,-0.839086)
(-15.9191,20.8044,25) (0.169539,-0.58876,-0.790328)
(-21.9385,6.31302,25) (-0.293744,0.45685,-0.839644)
(9.94827,-21.1053,25) (-0.531547,0.109382,-0.839937)
(2.07253,19.8075,25) (0.644544,0.0353672,-0.763749)
(-2.82761,18.5359,25) (0.643758,0.431042,-0.632281)
(-10.7694,-9.08193,25) (0.696921,-0.0898936,-0.711491)
(-11.1208,3.30763,25) (-0.935282,-0.087861,-0.342824)
(-17.1204,-0.744222,25) (-0.475533,0.595302,-0.647676)
(-10.0158,-13.7757,25) (-0.932875,-0.25246,-0.256922)
(0.826717,-17.4044,25) (0.902884,0.162293,-0.398072)
(-19.0216,9.04211,25) (-0.245377,0.882241,-0.401797)
(-13.9531,15.0837,25) (0.328886,-0.686618,-0.648375)
(2.58308,13.4709,25) (0.415091,-0.898739,-0.141308)
(-3.47526,19.3604,25) (-0.887685,-0.13833,-0.439181)
(9.71829,-18.0238,25) (-0.859077,-0.00968079,-0.511754)
(-11.8351,0.806531,25) (-0.227027,0.50198,-0.834551)
(-18.3738,10.5398,25) (-0.486012,0.493998,-0.720943)
(-15.5637,6.90226,25) (0.538172,0.695282,-0.476397)
(13.3114,-24.7513,25) (0.306912,0.706931,-0.637224)
(-4.83904,2.40636,25) (0.0902426,-0.801194,-0.591561)
(5.44808,4.21904,25) (-0.489491,-0.627679,-0.605324)
(-4.29441,4.826,25) (0.843181,-0.512585,-0.16218)
(22.7599,-11.2528,25) (0.807278,0.577521,-0.12154)
(13.88,-9.34089,25) (0.573746,0.706685,-0.41402)
(-13.9689,22.0034,25) (0.146916,-0.857648,-0.492805)
(-7.52877,-11.0955,25) (0.713028,0.343389,-0.61129)
(13.938,24.3685,25) (0.223558,-0.86678,-0.445773)
(15.2429,9.36097,25) (0.589806,0.550258,-0.591054)
(-15.1495,-17.1921,25) (0.0180581,-0.994602,-0.10218)
(19.7362,-6.04515,25) (-0.569768,-0.527868,-0.629857)
(24.3701,20.596,25) (-0.248581,0.742427,-0.6221)
(9.22453,10.1714,25) (0.47471,-0.670385,-0.570294)
(-10.5,-4.55394,25) (-0.419872,-0.888636,-0.184481)
(12.2865,-15.2806,25) (0.425098,0.810315,-0.403338)
(9.96221,-18.966,25) (-0.699385,-0.632534,-0.332809)
(-24.557,0.400959,25) (-0.880176,0.294515,-0.372226)
(5.47514,-15.9171,25) (0.939526,0.0980829,-0.328133)
(4.4284,12.1595,25) (-0.759684,-0.646122,-0.0735301)
(20.7977,2.13852,25) (-0.518997,0.633061,-0.574348)
(-3.35961,2.12684,25) (-0.00370624,0.830442,-0.557093)
(14.0403,0.674656,25) (-0.00417691,-0.993086,-0.117311)
(-19.2892,18.2816,25) (0.681817,0.239431,-0.69123)
(-4.20244,14.6658,25) (0.679367,0.730653,-0.0678668)
(-3.96831,-17.2854,25) (0.604292,-0.168147,-0.778818)
(9.05338,-19.6726,25) (0.554555,-0.73897,-0.382612)
(-21.136,7.30066,25) (0.830886,-0.437373,-0.343996)
(-3.42756,-23.9317,25) (-0.615573,-0.025949,-0.787653)
(-21.1815,23.314,25) (0.521616,-0.659479,-0.541299)
(7.98528,-24.2143,25) (0.454502,0.885641,-0.09523)
(-6.44229,4.36598,25) (-0.623185,0.762481,-0.17396)
(22.0288,12.9366,25) (-0.951257,0.271686,-0.145935)
(11.3274,-16.2737,25) (0.474801,-0.389251,-0.789333)
(-23.5713,-9.08009,25) (-0.587607,0.208952,-0.781701)
(2.41426,-21.4152,25) (-0.3015,0.117331,-0.946219)
(-5.94141,-5.49403,25) (-0.572812,-0.0103248,-0.819622)
(14.655,10.5419,25) (0.9176,-0.369156,-0.147422)
(19.1401,16.8148,25) (0.28592,-0.123695,-0.950236)
(14.018,-14.1522,25) (0.383785,-0.169982,-0.907643)
(24.9144,-4.49097,25) (0.426269,0.779161,-0.459569)
(-1.47953,13.8878,25) (0.174572,0.953958,-0.243904)
(-5.6656,14.2792,25) (-0.348531,0.588873,-0.729215)
(12.5691,3.32878,25) (-0.403018,-0.601543,-0.689727)
(23.2381,-1.56266,25) (0.534532,-0.207461,-0.81929)
(5.26624,6.12495,25) (-0.956794,-0.254598,-0.140443)
(20.3844,-3.41882,25) (-0.212375,-0.884679,-0.415019)
(14.5647,-10.3749,25) (-0.886774,-0.462035,-0.0125134)
(-1.29118,-13.1006,25) (-0.046049,0.748841,-0.661148)
(-0.634599,-9.81608,25) (-0.277121,0.930538,-0.23938)
(-7.24249,22.3949,25) (-0.0190728,0.107874,-0.993982)
(5.99622,23.0777,25) (-0.971423,0.221721,-0.084719)
(-15.3752,20.7784,25) (0.735452,-0.669408,-0.104898)
(13.3582,9.18217,25) (-0.967,0.18577,-0.174359)
(3.791,15.356,25) (-0.575798,0.048063,-0.816178)
(-24.5507,-19.3578,25) (-0.164059,0.725179,-0.66873)
(-15.073,7.52211,25) (0.906062,0.29285,-0.305434)
(20.318,11.1104,25) (-0.40441,-0.830995,-0.381969)
(19.7747,24.2105,25) (0.991295,-0.114646,-0.0647327)
(14.4287,-11.5535,25) (-0.266348,0.95264,-0.146749)
(-21.6304,-14.7495,25) (-0.835373,-0.382267,-0.394999)
(-23.3012,-20.2173,25) (0.0732846,-0.964406,-0.254068)
(-1.02302,15.2801,25) (-0.214678,-0.161653,-0.963214)
(-2.06098,8.66066,25) (0.836488,-0.534953,-0.118797)
(-21.2054,7.06063,25) (-0.841089,-0.538027,-0.0556438)
(11.8216,4.13447,25) (-0.397594,-0.783346,-0.477795)
(-16.0103,22.504,25) (-0.769016,0.160279,-0.61881)
(1.45269,13.1653,25) (-0.843668,0.514685,-0.152719)
(10.0463,-23.9881,25) (0.764845,0.161985,-0.623517)
(3.66755,-20.7601,25) (0.164497,0.980352,-0.108859)
(22.53,6.68694,25) (-0.911352,0.387122,-0.139908)
(-2.92164,-3.24546,25) (-0.929035,-0.304214,-0.21059)
(21.6332,-22.0739,25) (-0.7248,-0.676646,-0.129676)
(-6.66236,17.4614,25) (-0.3776,-0.668335,-0.640895)
(15.6468,-20.2021,25) (-0.831812,-0.541217,-0.123184)
(7.14148,-12.1257,25) (0.107113,-0.135582,-0.984959)
(24.188,-3.15812,25) (0.294335,0.252243,-0.921813)
(15.911,14.0857,25) (0.311237,-0.433781,-0.845556)
(-13.52,-21.0691,25) (-0.218081,-0.660539,-0.718421)
(-0.529949,-6.56306,25) (-0.343862,0.715781,-0.607797)
(3.56159,16.2342,25) (0.614239,-0.672852,-0.412286)
(10.4953,-24.5921,25) (-0.145765,0.14779,-0.978218)
(-18.7988,-20.6716,25) (-0.720918,-0.577178,-0.383593)
(21.9323,-6.07957,25) (0.87366,-0.262399,-0.409713)
(18.4905,-16.756,25) (0.951727,-0.290423,-0.0993492)
(7.26599,14.8344,25) (0.162203,0.91198,-0.376806)
(-13.9623,-15.7265,25) (0.719112,0.694798,-0.0116068)
(-17.7716,24.7957,25) (0.400147,0.202588,-0.893779)
(-9.22223,-21.8932,25) (0.731611,-0.514649,-0.447082)
(-6.49122,-15.2687,25) (0.640729,0.00892618,-0.767715)
(9.42397,-2.16815,25) (0.640363,-0.559662,-0.526036)
(10.2021,19.6778,25) (-0.851781,0.517513,-0.0815375)
(2.812,24.8595,25) (0.068201,0.86975,-0.488757)
(13.7246,10.7183,25) (-0.818961,-0.521722,-0.238974)
(-21.7307,0.0242593,25) (0.726617,-0.659458,-0.192726)
(-23.247,14.8931,25) (-0.139945,0.792227,-0.593963)
(15.0045,-13.6229,25) (0.0861674,-0.85364,-0.513686)
(15.8122,0.75139,25) (-0.123648,0.707311,-0.696004)
(9.78297,9.75486,25) (0.83101,0.25392,-0.494922)
(19.6724,-18.347,25) (-0.415048,0.774213,-0.477838)
(-24.2586,14.1858,25) (0.655878,-0.446511,-0.608648)
(5.74797,9.82611,25) (-0.952413,0.126319,-0.277403)
(-22.5942,-0.966514,25) (0.393565,0.480329,-0.783831)
(5.78174,4.73072,25) (0.779726,0.625897,-0.016726)
(-12.0594,-16.0463,25) (0.44227,-0.357814,-0.822415)
(-8.27173,2.93686,25) (-0.63934,-0.158494,-0.752413)
(-16.788,2.30987,25) (-0.805561,0.451884,-0.38324)
(-17.8322,-3.21349,25) (0.278599,-0.061039,-0.958466)
(-21.7176,19.3545,25) (0.419204,-0.90315,-0.0926722)
(13.6132,22.4386,25) (0.835679,0.346111,-0.426436)
(-22.5338,1.89342,25) (0.66077,-0.665163,-0.347767)
(17.1603,16.7092,25) (-0.109315,-0.893944,-0.434642)
(-4.22345,14.8097,25) (0.0663859,0.358667,-0.931102)
(-8.81969,3.9267,25) (-0.370107,0.387719,-0.844212)
(19.9553,-22.9069,25) (0.385571,0.723698,-0.57236)
(5.85501,23.0154,25) (-0.23697,-0.970959,-0.0329265)
(-19.2302,-18.2397,25) (0.0957512,0.954009,-0.284076)
(-13.0796,-19.9374,25) (0.793951,0.58035,-0.181209)
(23.4912,18.4617,25) (-0.995506,-0.0252387,-0.0912759)
(15.474,2.84942,25) (0.582747,-0.303134,-0.754)
(13.6371,-24.3804,25) (-0.339931,0.346262,-0.874385)
(-6.88483,14.3191,25) (-0.374465,-0.0232068,-0.926951)
(18.4468,-11.6925,25) (0.283857,0.174188,-0.942913)
(-17.8335,9.72443,25) (0.745766,-0.665128,-0.0379245)
(-1.26694,22.2297,25) (0.68665,0.479136,-0.546754)
(-7.39871,16.8342,25) (-0.369735,0.443655,-0.816374)
(-3.33003,10.2202,25) (0.72758,0.674859,-0.123258)
(-21.4013,-22.7073,25) (0.831109,-0.364663,-0.419856)
(-23.6058,20.6146,25) (-0.841064,0.32969,-0.428854)
(-17.9109,-18.7217,25) (0.34416,-0.639322,-0.68762)
(-24.1545,-3.91506,25) (0.0169567,-0.189848,-0.981667)
(9.997,17.8927,25) (-0.712846,0.245122,-0.657089)
(-24.734,-19.6437,25) (-0.89588,-0.0813969,-0.436776)
(2.81531,10.1131,25) (-0.971939,-0.189636,-0.139184)
(-19.0318,14.006,25) (0.411659,-0.631276,-0.657288)
(-17.4199,-24.9817,25) (0.782564,-0.464218,-0.414843)
(6.76596,-15.5575,25) (-0.934711,0.116292,-0.335843)
(-12.9834,15.0755,25) (-0.277684,-0.466945,-0.839556)
(5.64265,-12.7872,25) (-0.593574,0.655081,-0.467482)
(-23.985,-9.10325,25) (0.888857,0.434867,-0.144305)
(16.1189,-15.3509,25) (-0.108452,-0.177185,-0.978184)
(-3.45233,1.38004,25) (-0.349727,-0.725973,-0.592161)
(5.75817,-11.6087,25) (0.941656,-9.94588e-05,-0.336577)
(23.3381,-2.27399,25) (0.421479,-0.214729,-0.881049)
(21.4917,11.6389,25) (-0.442837,-0.395985,-0.80442)
(16.916,-0.195668,25) (-0.207352,0.418762,-0.884106)
(24.3526,8.57767,25) (0.322598,-0.478229,-0.81684)
(-0.265097,-16.1231,25) (-0.409113,-0.11638,-0.905032)
(14.4004,-19.1788,25) (0.103325,0.73764,-0.667242)
(-8.61038,0.905424,25) (-0.524589,0.319572,-0.789101)
(13.6078,20.3727,25) (0.529945,-0.000677049,-0.848032)
(14.0131,-23.6164,25) (0.258528,0.692806,-0.673189)
(-4.85479,-20.1411,25) (-0.794101,-0.574589,-0.198117)
(-14.4914,4.59219,25) (0.933658,-0.095064,-0.345318)
(7.36014,9.99767,25) (-0.986901,0.130871,-0.0943334)
(17.3484,-22.1797,25) (-0.649138,-0.744077,-0.158015)
(-22.4581,-8.9744,25) (0.861738,0.355525,-0.361952)
(23.7025,10.2335,25) (0.870792,-0.476735,-0.120186)
(19.5879,24.8379,25) (0.406573,0.247422,-0.879478)
(9.585,-9.89077,25) (0.150856,0.737786,-0.657962)
(-12.9174,17.786,25) (-0.540837,0.0170118,-0.840955)
(-15.7221,13.0708,25) (0.3608,-0.612348,-0.703458)
(-4.88804,18.9156,25) (-0.254818,0.419516,-0.871248)
(17.3134,-15.408,25) (0.332802,-0.5681,-0.752665)
(22.2527,-12.368,25) (-0.460563,0.869977,-0.176131)
(-12.2767,-19.6853,25) (-0.77629,-0.280115,-0.564721)
(-13.0689,-0.666681,25) (-0.484738,-0.444089,-0.753535)
(-9.11164,-4.27484,25) (-0.0593908,0.331238,-0.941676)
(-7.07125,-9.63317,25) (0.850347,-0.408249,-0.332028)
(20.2676,-7.1709,25) (0.452482,-0.836641,-0.308694)
(7.91298,22.0835,25) (-0.0295129,-0.672377,-0.739621)
(-11.6611,20.6779,25) (-0.238282,-0.0356268,-0.970542)
(-2.22371,-7.612,25) (-0.205272,-0.975399,-0.0803755)
(0.897343,-12.0297,25) (-0.215411,-0.656284,-0.723111)
(-6.69061,-18.8219,25) (0.714025,0.381059,-0.587335)
(-13.8649,15.0416,25) (0.733907,0.562033,-0.381445)
(11.4771,-24.0372,25) (0.491009,-0.190006,-0.850181)
(6.97064,14.9305,25) (0.931764,0.308951,-0.190699)
(-24.2758,-7.62908,25) (0.383339,-0.832354,-0.400297)
(22.7437,8.46136,25) (0.801727,-0.562926,-0.200866)
(-3.03979,-8.8454,25) (-0.883737,0.306656,-0.353512)
(14.2801,19.4492,25) (0.631291,0.213917,-0.74546)
(-12.7643,24.8629,25) (-0.158844,-0.629434,-0.760646)
(-6.41676,-9.70098,25) (0.902754,-0.321953,-0.285273)
(4.0793,-3.81431,25) (-0.238925,-0.0963317,-0.966248)
(0.395781,1.7542,25) (-0.744582,0.63877,-0.19383)
(3.82737,-0.879833,25) (-0.41776,0.694757,-0.585481)
(8.73827,2.45538,25) (0.204061,-0.124488,-0.971011)
