(-6.69253,18.3124,25) (0.161931,0.843639,-0.51191)
(-21.0821,12.7175,25) (-0.664872,0.73658,-0.124077)
(-19.8462,4.76738,25) (0.470507,-0.80954,-0.351096)
(3.5827,24.6363,25) (0.469692,0.487096,-0.736293)
(-4.05862,19.213,25) (0.847746,0.160254,-0.505615)
(1.08631,20.8872,25) (-0.297496,0.884761,-0.358739)
(-3.04388,12.0255,25) (-0.0165768,0.999219,-0.0358622)
(-22.1617,16.0624,25) (-0.290843,-0.00321726,-0.956765)
(16.5789,4.27834,25) (0.167889,-0.886444,-0.431312)
(-17.7013,14.7821,25) (-0.364162,-0.76176,-0.535824)
(-10.5774,9.43469,25) (-0.61496,0.762119,-0.202484)
(-9.1906,7.69541,25) (0.815085,0.523335,-0.248511)
(1.8121,-16.9175,25) (0.702854,-0.699347,-0.130038)
(-7.95059,3.18599,25) (0.939759,-0.182529,-0.289026)
(-16.4756,-14.0262,25) (0.732394,-0.633907,-0.248518)
(12.2151,2.89955,25) (-0.262962,0.957992,-0.114467)
(4.38119,8.09081,25) (0.571181,-0.404644,-0.714154)
(-21.4859,5.54137,25) (0.432821,0.315442,-0.844489)
(9.13489,13.478,25) (0.0147711,0.483098,-0.875442)
(0.779484,-10.0693,25) (0.213372,0.0199661,-0.976767)
(-14.5075,-9.87315,25) (-0.555079,-0.270849,-0.786465)
(-8.746,-19.2864,25) (-0.330307,0.943862,-0.00467901)
(-0.851813,18.7142,25) (0.780851,-0.6247,-0.00467903)
(0.531097,2.68534,25) (-0.223374,-0.792636,-0.567303)
(6.85781,24.3309,25) (0.842424,-0.510358,-0.172788)
(9.01062,-4.54551,25) (0.041601,0.533284,-0.844912)
(6.16618,-2.81175,25) (0.0556471,-0.998371,-0.0125948)
(4.52688,10.4869,25) (-0.293259,-0.352272,-0.888765)
(3.16135,10.7459,25) (-0.225985,-0.973856,-0.0231246)
(-10.3462,-7.17235,25) (0.881104,0.271193,-0.387441)
(-3.05182,-18.0713,25) (-0.974873,-0.16706,-0.147356)
(23.4283,-8.13098,25) (0.944802,0.150817,-0.290866)
(23.9381,15.0538,25) (-0.312726,-0.159435,-0.936367)
(-10.4837,7.57782,25) (0.834437,0.536598,-0.125607)
(-15.415,-24.5392,25) (0.195655,0.689213,-0.697643)
(-6.56988,-0.913868,25) (0.167797,-0.510265,-0.843489)
(-9.88702,-8.26926,25) (-0.624872,0.179474,-0.759818)
(-22.0398,4.59548,25) (0.313392,-0.895839,-0.315052)
(-17.2983,6.28717,25) (0.918243,0.379128,-0.114421)
(-9.34166,9.76204,25) (-0.976079,0.212484,-0.0460443)
(10.1759,22.9674,25) (-0.434218,-0.433223,-0.789793)
(-13.6708,-0.76446,25) (0.00856358,-0.980566,-0.196003)
(-15.9828,2.24299,25) (-0.821503,-0.564532,-0.0802297)
(20.6936,-16.5195,25) (-0.00365436,0.0105989,-0.999937)
(0.68514,3.97466,25) (-0.00209633,0.90607,-0.423123)
(1.2867,2.75824,25) (-0.758687,-0.582375,-0.291948)
(8.45597,-2.47154,25) (-0.759601,-0.438111,-0.480693)
(15.6126,22.9478,25) (0.790544,0.206656,-0.576483)
(23.2503,-20.424,25) (0.239265,-0.803909,-0.544503)
(13.4808,4.02719,25) (0.82598,0.55558,-0.0953353)
(15.4705,-17.3802,25) (-0.229312,-0.920801,-0.315502)
(11.5498,-18.5368,25) (-0.99287,0.0591073,-0.103513)
(11.9079,19.8074,25) (-0.712713,0.645234,-0.275159)
(13.1147,6.94073,25) (0.344399,-0.924821,-0.161539)
(-18.7064,-12.8342,25) (-0.0581973,0.521235,-0.851426)
(-14.8456,20.2667,25) (-0.66445,-0.521443,-0.535354)
(-11.448,12.049,25) (-0.958505,-0.0206681,-0.284325)
(14.014,10.8755,25) (-0.529695,0.174523,-0.830039)
(-9.93882,-13.7584,25) (-0.671785,-0.682297,-0.288402)
(-23.7756,7.82737,25) (-0.49213,0.867285,-0.0749907)
(-20.1132,15.8986,25) (0.778737,-0.57051,-0.260934)
(9.86218,-5.8458,25) (-0.661419,0.470406,-0.58416)
(-23.1197,-5.20477,25) (0.300683,-0.498029,-0.813361)
(2.65822,-8.57701,25) (-0.439555,-0.682435,-0.584014)
(-23.2799,-20.474,25) (0.361015,0.621599,-0.695186)
(-17.9432,2.84633,25) (0.909209,-0.381011,-0.16784)
(21.7181,1.48442,25) (0.591324,0.298994,-0.748958)
(-7.58226,14.5179,25) (0.211995,-0.899804,-0.381328)
(-11.9942,-17.1551,25) (-0.642553,0.36349,-0.674538)
(7.05,0.974367,25) (0.896391,0.338326,-0.286388)
(-17.8121,-16.4383,25) (-0.597222,-0.674892,-0.433413)
(-5.65079,2.06993,25) (-0.883375,-0.46557,-0.0537945)
(18.9436,17.0265,25) (-0.0198352,0.757121,-0.652973)
(-20.4813,-16.1095,25) (-0.88625,0.455315,-0.0851381)
(-17.3816,-18.5944,25) (-0.791123,0.541529,-0.284378)
(-7.62772,18.6521,25) (-0.944432,0.042899,-0.325894)
(3.51535,-15.6682,25) (0.560505,0.740897,-0.370007)
(22.6112,-19.6749,25) (-0.47914,0.771821,-0.417992)
(2.57878,-8.10892,25) (-0.31028,-0.645605,-0.697797)
(-15.3918,22.3656,25) (-0.38755,-0.891384,-0.235029)
(23.489,-16.9612,25) (-0.409945,-0.461266,-0.786879)
(23.493,-15.5301,25) (-0.77207,-0.483929,-0.411971)
(24.9162,1.31502,25) (-0.177697,0.0406216,-0.983246)
(-4.52381,0.592363,25) (0.826315,0.547862,-0.13058)
(-19.4041,-8.26889,25) (0.0562842,0.933767,-0.353428)
(-8.01892,10.3788,25) (0.934249,-0.328947,-0.137742)
(5.51472,23.1388,25) (-0.169486,-0.396142,-0.902411)
(5.49164,-10.0332,25) (0.103774,-0.629705,-0.769872)
(18.218,11.7244,25) (0.375649,-0.876375,-0.30142)
(-16.5199,2.17725,25) (0.573568,-0.799059,-0.180346)
(14.1385,17.2611,25) (0.542017,0.259242,-0.799382)
(-1.38343,19.1934,25) (0.561913,0.698136,-0.44369)
(6.69376,-4.02906,25) (0.852162,-0.400984,-0.336202)
(23.3604,21.7336,25) (0.0573413,-0.399159,-0.915087)
(-3.12568,5.18272,25) (-0.228389,0.761165,-0.607014)
(11.3864,3.74174,25) (0.564158,0.118863,-0.817066)
(17.1649,-20.7969,25) (0.456935,-0.861282,-0.222268)
(15.3964,-11.3105,25) (-0.115285,0.458278,-0.8813)
(-11.738,-8.51237,25) (0.592285,-0.796415,-0.122159)
(-20.2299,-13.3232,25) (0.335774,-0.930089,-0.148966)
(-0.30322,-19.9793,25) (0.322523,-0.826523,-0.461345)
(3.41712,-11.7952,25) (-0.0864569,0.959784,-0.267095)
(-16.0714,-6.77651,25) (-0.652998,-0.570528,-0.498088)
(11.9625,22.1862,25) (0.929542,-0.368402,-0.0152356)
(-13.6548,-9.13059,25) (0.935452,0.275711,-0.221163)
(-0.723249,20.5238,25) (0.629178,-0.554423,-0.544748)
(-20.7147,5.66021,25) (-0.136929,-0.503715,-0.852949)
(-16.1499,-23.0393,25) (-0.45564,0.889657,-0.0300392)
(0.572224,-6.00565,25) (-0.932114,-0.355125,-0.0710615)
(6.4923,-11.947,25) (-0.790748,-0.259783,-0.554284)
(24.5073,10.8811,25) (0.864913,0.090367,-0.49372)
(-11.7065,-23.4529,25) (0.997288,0.0303392,-0.0670594)
(-6.7004,-0.362472,25) (0.979115,0.198556,-0.0437052)
(22.8147,9.7969,25) (0.492998,-0.083465,-0.866018)
(-19.2047,-15.1098,25) (-0.835908,-0.448612,-0.316235)
(-23.4639,24.1018,25) (-0.0551849,0.480808,-0.875088)
(-4.2429,-2.64275,25) (0.833886,-0.0867706,-0.545074)
(11.0192,16.16,25) (-0.247139,0.882762,-0.399567)
(20.9717,16.8849,25) (0.345271,-0.420118,-0.839219)
(20.6385,-22.1503,25) (-0.835133,0.232526,-0.498483)
(-13.9945,-4.06606,25) (-0.382587,0.637704,-0.668551)
(-15.9321,-2.57869,25) (0.0857367,0.236928,-0.967737)
(-9.92112,-3.03831,25) (-0.111476,-0.62663,-0.771303)
(1.93086,23.2811,25) (0.109945,0.861479,-0.495748)
(8.64743,-23.7875,25) (0.706597,0.676614,-0.207156)
(-15.7651,5.98773,25) (-0.0936776,0.462151,-0.881839)
(17.8805,6.07841,25) (-0.03306,0.408125,-0.912327)
(-1.45558,-5.93812,25) (-0.221325,-0.255616,-0.941103)
(-15.924,13.9727,25) (0.411772,-0.49904,-0.762498)
(-20.7681,6.26982,25) (-0.0691547,-0.981678,-0.177558)
(-11.2811,-12.575,25) (-0.81691,0.546941,-0.183067)
